paper_id,题名,简称,venue全称,venue类型,发表年份,DOI,CCF等级,CCF目录,CCF备注,层次,场景,主题标签,论文自身输出对象,与本文关系（检索线索）,题名说明,全部作者,官方链接,开放全文链接,代码链接,身份核验来源,身份核验状态,核验路径,内容阅读深度,最后核验日期,发现来源,候选ID,访问状态,摘要
RW0224,Fast Outage Analysis of Large-Scale Production Clouds with Service Correlation Mining,,2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE),会议论文,2021,10.1109/icse43902.2021.00085,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Locates the root-cause service of multi-service outages by mining service correlations; production cloud scale.,,Yaohui Wang; Guozheng Li; Zijian Wang; Yu Kang; Yangfan Zhou; Hongyu Zhang; Feng Gao; Jeffrey Sun; Li Yang; Pochian Lee; Zhangwei Xu; Pu Zhao; Bo Qiao; Liqun Li; Xu Zhang; Qingwei Lin,https://doi.org/10.1109/icse43902.2021.00085,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0220,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0225,Horus: Non-Intrusive Causal Analysis of Distributed Systems Logs,,2021 51st Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),会议论文,2021,10.1109/dsn48987.2021.00035,B,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,UNKNOWN,Log-based causal analysis for distributed systems without instrumentation; DSN-style systems framing of the same task.,,Francisco Neves; Nuno Machado; Ricardo Vilaca; Jose Pereira,https://doi.org/10.1109/dsn48987.2021.00035,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0225,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0226,Identifying Root-Cause Metrics for Incident Diagnosis in Online Service Systems,,2021 IEEE 32nd International Symposium on Software Reliability Engineering (ISSRE),会议论文,2021,10.1109/issre52982.2021.00022,B,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Ranks root-cause metrics from real incident data; addresses dependency complexity and metric volume.,,Canhua Wu; Nengwen Zhao; Lixin Wang; Xiaoqin Yang; Shining Li; Ming Zhang; Xing Jin; Xidao Wen; Xiaohui Nie; Wenchi Zhang; Kaixin Sui; Dan Pei,https://doi.org/10.1109/issre52982.2021.00022,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0219,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0227,MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments,,Proceedings of the Web Conference 2021,会议论文,2021,10.1145/3442381.3449905,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"Ranked latency root-cause localization over trace paths; the path/trace is used as input, the evaluated output is a ranked suspect list.",,Guangba Yu; Pengfei Chen; Hongyang Chen; Zijie Guan; Zicheng Huang; Linxiao Jing; Tianjun Weng; Xinmeng Sun; Xiaoyun Li,https://doi.org/10.1145/3442381.3449905,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0196,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0228,Practical Root Cause Localization for Microservice Systems via Trace Analysis,,2021 IEEE/ACM 29th International Symposium on Quality of Service (IWQOS),会议论文,2021,10.1109/iwqos52092.2021.9521340,未收录（不在第七版目录内）,,未匹配到目录条目,L2,微服务/云/分布式系统,微服务/云 RCA,,seed from existing repository material,,Zeyan Li; Junjie Chen; Rui Jiao; Nengwen Zhao; Zhijun Wang; Shuwei Zhang; Yanjun Wu; Long Jiang; Leiqin Yan; Zikai Wang; Zhekang Chen; Wenchi Zhang; Xiaohui Nie; Kaixin Sui; Dan Pei,https://doi.org/10.1109/iwqos52092.2021.9521340,,github.com/NetManAIOps/TraceRCA,Crossref 题名检索,已核实,title,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,seed:docs-related-work,C0316,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0229,Anomaly Detection and Failure Root Cause Analysis in (Micro) Service-Based Cloud Applications: A Survey,,ACM Computing Surveys,期刊论文,2022,10.1145/3501297,待核实,,官方目录解析结果中未定位到 ACM Computing Surveys 条目,L2,微服务/云/分布式系统,微服务/云 RCA,SURVEY,Structured overview of L2 detection/diagnosis techniques and their evaluation styles.,,Jacopo Soldani; Antonio Brogi,https://doi.org/10.1145/3501297,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0215,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0230,Causal Inference-Based Root Cause Analysis for Online Service Systems with Intervention Recognition (CIRCA),,Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,会议论文,2022,10.1145/3534678.3539041,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Unsupervised causal-inference RCA for online service systems; ranks root-cause monitoring indicators.,Crossref 存缴题名为短题名 'Causal Inference-Based Root Cause Analysis for Online Service Systems with Intervention Recognition'，本表采用完整题名,Mingjie Li; Zeyan Li; Kanglin Yin; Xiaohui Nie; Wenchi Zhang; Kaixin Sui; Dan Pei,https://doi.org/10.1145/3534678.3539041,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0200,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0231,Graph based Incident Extraction and Diagnosis in Large-Scale Online Systems,,Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,会议论文,2022,10.1145/3551349.3556904,A,CCF 第七版（2026-03-31）,ASE 会议在目录中的 dblp 条目为 conf/kbse,L2,微服务/云/分布式系统,微服务/云 RCA,GRAPH/PATH,"Models the cascading effect of availability issues across services and extracts an incident structure, rather than only ranking suspects.",,Zilong He; Pengfei Chen; Yu Luo; Qiuyu Yan; Hongyang Chen; Guangba Yu; Fangyuan Li,https://doi.org/10.1145/3551349.3556904,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0221,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0232,Mining root cause knowledge from cloud service incident investigations for AIOps,,Proceedings of the 44th International Conference on Software Engineering: Software Engineering in Practice,会议论文,2022,10.1145/3510457.3513030,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,UNKNOWN,Extracts reusable root-cause knowledge from historical incident documentation (Salesforce); incident-management angle.,,Amrita Saha; Steven C. H. Hoi,https://doi.org/10.1145/3510457.3513030,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0223,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0233,Root Cause Analysis of Failures in Microservices Through Causal Discovery,,Advances in Neural Information Processing Systems 35,会议论文,2022,10.52202/068431-2259,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,UNKNOWN,High-visibility causal-discovery RCA for microservices; retrieved record had no abstract so the evaluated artefact is not confirmed.,,Azam Ikram; Sarthak Chakraborty; Subrata Mitra; Shiv Saini; Saurabh Bagchi; Murat Kocaoglu,https://doi.org/10.52202/068431-2259,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0201,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0234,CausalRCA: Causal inference based precise fine-grained root cause localization for microservice applications,,Journal of Systems and Software,期刊论文,2023,10.1016/j.jss.2023.111724,B,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"Builds an explicit causal graph but evaluates fine-grained (service+metric) root-cause ranking; a textbook 'internal graph, ranked output' case.",,Ruyue Xin; Peng Chen; Zhiming Zhao,https://doi.org/10.1016/j.jss.2023.111724,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0198,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0235,Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data,,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),会议论文,2023,10.1109/icse48619.2023.00150,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"Joint anomaly detection + root cause localization across traces, logs and KPIs.",,Cheryl Lee; Tianyi Yang; Zhuangbin Chen; Yuxin Su; Michael R. Lyu,https://doi.org/10.1109/icse48619.2023.00150,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0197,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0236,Fault Injection Based Interventional Causal Learning for Distributed Applications,,Proceedings of the AAAI Conference on Artificial Intelligence,期刊论文,2023,10.1609/aaai.v37i13.26868,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,GRAPH/PATH,"Actively learns the (unknown) component communication graph via fault injection; the learned graph itself is the evaluated object, unlike most RCA papers.",,Qing Wang; Jesus Rios; Saurabh Jha; Karthikeyan Shanmugam; Frank Bagehorn; Xi Yang; Robert Filepp; Naoki Abe; Larisa Shwartz,https://doi.org/10.1609/aaai.v37i13.26868,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0210,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0237,Interdependent Causal Networks for Root Cause Localization,,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,会议论文,2023,10.1145/3580305.3599849,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"Argues faults propagate across interdependent networks; builds an interdependent causal network, evaluates root-cause localization.",,Dongjie Wang; Zhengzhang Chen; Jingchao Ni; Liang Tong; Zheng Wang; Yanjie Fu; Haifeng Chen,https://doi.org/10.1145/3580305.3599849,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0202,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0238,Sleuth: A Trace-Based Root Cause Analysis System for Large-Scale Microservices with Graph Neural Networks,,"Proceedings of the 28th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 4",会议论文,2023,10.1145/3623278.3624758,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"GNN over the RPC dependency graph; also argues existing benchmarks are too small, which motivates propagation-aware benchmarking.",,Yu Gan; Guiyang Liu; Xin Zhang; Qi Zhou; Jiesheng Wu; Jiangwei Jiang,https://doi.org/10.1145/3623278.3624758,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0205,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0239,The PetShop Dataset -- Finding Causes of Performance Issues across Microservices,,arXiv.org,页面元数据,2023,,不适用（预印本）,,预印本，不继承会议等级,L2,微服务/云/分布式系统,微服务/云 RCA,BENCHMARK,Purpose-built dataset of injected causes and observed symptoms across microservices.,,"Hardt, Michaela; Orchard, William R.; Blöbaum, Patrick; Kasiviswanathan, Shiva; Kirschbaum, Elke",https://arxiv.org/abs/2311.04806,,,出版方页面 citation_* 元数据,已核实,page,摘要已读（缓存页面 0cf0396ea5efb1097c8a.html（页面自述题名匹配 1.00））；全文未逐节阅读,2026-09-15,agent:msrca,C0227,仅有页面链接；未验证可读性,"Identifying root causes for unexpected or undesirable behavior in complex systems is a prevalent challenge. This issue becomes especially crucial in modern cloud applications that employ numerous microservices. Although the machine learning and systems research communities have proposed various techniques to tackle this problem, there is currently a lack of standardized datasets for quantitative benchmarking. Consequently, research groups are compelled to create their own datasets for experimentation. This paper introduces a dataset specifically designed for evaluating root cause analyses in microservice-based applications. The dataset encompasses latency, requests, and availability metrics emitted in 5-minute intervals from a distributed application. In addition to normal operation metrics, the dataset includes 68 injected performance issues, which increase latency and reduce availability throughout the system. We showcase how this dataset can be used to evaluate the accuracy of a variety of methods spanning different causal and non-causal characterisations of the root cause analysis problem. We hope the new dataset, available at https://github.com/amazon-science/petshop-root-cause-analysis/ enables further development of techniques in this important area."
RW0240,TraceArk: Towards Actionable Performance Anomaly Alerting for Online Service Systems,,2023 IEEE/ACM 45th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),会议论文,2023,10.1109/icse-seip58684.2023.00029,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Trace-based actionable alerting at a large online service; interpretability and actionability rather than graph recovery.,,Zhengran Zeng; Yuqun Zhang; Yong Xu; Minghua Ma; Bo Qiao; Wentao Zou; Qingjun Chen; Meng Zhang; Xu Zhang; Hongyu Zhang; Xuedong Gao; Hao Fan; Saravan Rajmohan; Qingwei Lin; Dongmei Zhang,https://doi.org/10.1109/icse-seip58684.2023.00029,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0222,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0241,"TraceDiag: Adaptive, Interpretable, and Efficient Root Cause Analysis on Large-Scale Microservice Systems",,Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,会议论文,2023,10.1145/3611643.3613864,B,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"RL-learned pruning of the service dependency graph before ranking root causes; graph is internal, output is ranked.",,Ruomeng Ding; Chaoyun Zhang; Lu Wang; Yong Xu; Minghua Ma; Xiaomin Wu; Meng Zhang; Qingjun Chen; Xin Gao; Xuedong Gao; Hao Fan; Saravan Rajmohan; Qingwei Lin; Dongmei Zhang,https://doi.org/10.1145/3611643.3613864,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0204,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0242,TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems,,IEEE Transactions on Software Engineering,期刊论文,2023,10.1109/tse.2023.3241299,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Multi-granularity RCA (service/instance/code) across telemetry types; useful for choosing the L2 granularity to emulate.,,Shenghui Gu; Guoping Rong; Tian Ren; He Zhang; Haifeng Shen; Yongda Yu; Xian Li; Jian Ouyang; Chunan Chen,https://doi.org/10.1109/tse.2023.3241299,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0208,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0243,BARO: Robust Root Cause Analysis for Microservices via Multivariate Bayesian Online Change Point Detection,,Proceedings of the ACM on Software Engineering,期刊论文,2024,10.1145/3660805,B,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,End-to-end change-point + RCA pipeline; robustness to bad anomaly detection is the contribution.,,Luan Pham; Huong Ha; Hongyu Zhang,https://doi.org/10.1145/3660805,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0199,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0244,Diagnosing Performance Issues for Large-Scale Microservice Systems With Heterogeneous Graph (MicroDig),,IEEE Transactions on Services Computing,期刊论文,2024,10.1109/tsc.2024.3402172,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"Explicitly separates causal propagation structure from calling relationships; builds a heterogeneous propagation graph, evaluates root-cause localization.",Crossref 存缴题名为短题名 'Diagnosing Performance Issues for Large-Scale Microservice Systems With Heterogeneous Graph'，本表采用完整题名,Lei Tao; Xianglin Lu; Shenglin Zhang; Jiaqi Luan; Yingke Li; Mingjie Li; Zeyan Li; Qingyang Yu; Hucheng Xie; Ruijie Xu; Chenyuan Hu; Canqun Yang; Dan Pei,https://doi.org/10.1109/tsc.2024.3402172,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0203,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0245,GAMMA: Graph Neural Network-Based Multi-Bottleneck Localization for Microservices Applications,,Proceedings of the ACM Web Conference 2024,会议论文,2024,10.1145/3589334.3645665,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,,seed from existing repository material,,Gagan Somashekar; Anurag Dutt; Mainak Adak; Tania Lorido Botran; Anshul Gandhi,https://doi.org/10.1145/3589334.3645665,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,seed:web-relevance,C0317,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0246,Holistic Root Cause Analysis for Failures in Cloud-Native Systems Through Observability Data (HolisticRCA),,IEEE Transactions on Services Computing,期刊论文,2024,10.1109/tsc.2024.3478759,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Formally defines RCA along three dimensions for cloud-native systems and fuses traces/metrics/logs.,Crossref 存缴题名为短题名 'Holistic Root Cause Analysis for Failures in Cloud-Native Systems Through Observability Data'，本表采用完整题名,Yongqi Han; Qingfeng Du; Ying Huang; Pengsheng Li; Xiaonan Shi; Jiaqi Wu; Pei Fang; Fulong Tian; Cheng He,https://doi.org/10.1109/tsc.2024.3478759,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0217,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0247,MicroFI: Non-Intrusive and Prioritized Request-Level Fault Injection for Microservice Applications,,IEEE Transactions on Dependable and Secure Computing,期刊论文,2024,10.1109/tdsc.2024.3363902,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,BENCHMARK,Request-level fault-injection mechanism; a candidate generator for propagation-ground-truth labels.,,Hongyang Chen; Pengfei Chen; Guangba Yu; Xiaoyun Li; Zilong He,https://doi.org/10.1109/tdsc.2024.3363902,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0226,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0248,Microservice Root Cause Analysis With Limited Observability Through Intervention Recognition in the Latent Space,,Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,会议论文,2024,10.1145/3637528.3671530,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Handles heterogeneous root-cause candidates under incomplete observability (eBay); relevance to missing/partial device telemetry.,,Zhe Xie; Shenglin Zhang; Yitong Geng; Yao Zhang; Minghua Ma; Xiaohui Nie; Zhenhe Yao; Longlong Xu; Yongqian Sun; Wentao Li; Dan Pei,https://doi.org/10.1145/3637528.3671530,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0209,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0249,Systemizing and Mitigating Topological Inconsistencies in Alibaba's Microservice Call-graph Datasets,,Proceedings of the 15th ACM/SPEC International Conference on Performance Engineering,会议论文,2024,10.1145/3629526.3645043,未收录（不在第七版目录内）,,未匹配到目录条目,L2,微服务/云/分布式系统,微服务/云 RCA,GRAPH/PATH,Documents that published call graphs disagree with deployed topology; direct analogue of the raw-topology-vs-observed-graph gap in Pingmesh settings.,,Darby Huye; Lan Liu; Raja R. Sambasivan,https://doi.org/10.1145/3629526.3645043,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0230,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0250,Trace-based Multi-Dimensional Root Cause Localization of Performance Issues in Microservice Systems,,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,会议论文,2024,10.1145/3597503.3639088,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,"Localizes root cause to execution processes / attribute-value combinations, narrowing scope below service level.",,Chenxi Zhang; Zhen Dong; Xin Peng; Bicheng Zhang; Miao Chen,https://doi.org/10.1145/3597503.3639088,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0207,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0251,Failure Diagnosis in Microservice Systems: A Comprehensive Survey and Analysis,,ACM Transactions on Software Engineering and Methodology,期刊论文,2025,10.1145/3715005,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,SURVEY,98-paper survey explicitly organized around cascading failures from dynamic interactions; good taxonomy source.,,Shenglin Zhang; Sibo Xia; Wenzhao Fan; Binpeng Shi; Xiao Xiong; Zhenyu Zhong; Minghua Ma; Yongqian Sun; Dan Pei,https://doi.org/10.1145/3715005,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0213,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0252,Intelligent Root Cause Localization in MicroService Systems: A Survey and New Perspectives,,ACM Computing Surveys,期刊论文,2025,10.1145/3736755,待核实,,官方目录解析结果中未定位到 ACM Computing Surveys 条目,L2,微服务/云/分布式系统,微服务/云 RCA,SURVEY,Recent survey of AI-based root cause localization; frames the task and open problems.,,Nan Fu; Guang Cheng; Yue Teng; Guangye Dai; Shui Yu; Zihan Chen,https://doi.org/10.1145/3736755,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0214,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0253,RCAEval: A Benchmark for Root Cause Analysis of Microservice Systems with Telemetry Data,,Companion Proceedings of the ACM on Web Conference 2025,会议论文,2025,10.1145/3701716.3715290,不适用（Companion/Workshop 等非正式论文轨道）,CCF 第七版（2026-03-31）,轨道为 workshop/companion —— 不继承主会等级，CCF 目录不计入，故不继承主会 A,L2,微服务/云/分布式系统,微服务/云 RCA,BENCHMARK,735 failure cases across three microservice systems plus a harness for 15 reproducible baselines; the standard L2 benchmark to cite.,,Luan Pham; Hongyu Zhang; Huong Ha; Flora Salim; Xiuzhen Zhang,https://doi.org/10.1145/3701716.3715290,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0212,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0254,AnoMod: A Dataset for Anomaly Detection and Root Cause Analysis in Microservice System,,Proceedings of the 23rd International Conference on Mining Software Repositories,会议论文,2026,10.1145/3793302.3793324,C,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,BENCHMARK,Newest microservice anomaly/RCA dataset; indicates the field is still standardizing its benchmarks.,,Ke Ping; Hamza Mazhar; Yuqing Wang; Ying Song; Mika V. Mäntylä,https://doi.org/10.1145/3793302.3793324,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0228,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0255,CARE: Context Aware Root Cause Identification Using Distributed Traces and Profiling Metrics,,IEEE Transactions on Software Engineering,期刊论文,2026,10.1109/tse.2025.3645143,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Spectrum-analysis plus network analysis to prioritize components by their role in propagating anomalies; explicitly propagation-aware.,,Mahsa Panahandeh; Naser Ezzati Jivan; Abdelwahab Hamou-Lhadj; James Miller,https://doi.org/10.1109/tse.2025.3645143,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0218,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0256,Semi-Supervised and Disentangled Causal Discovery for Analyzing Fault Propagation in Microservices,,IEEE Access,期刊论文,2026,10.1109/access.2026.3667143,未收录（官方目录未收录）,,官方目录未收录,L2,微服务/云/分布式系统,微服务/云 RCA,,seed from existing repository material,,Nobukazu Fukuda; Haruhisa Nozue; Haruo Oishi; Chao Wu; Shingo Horiuchi; Kenichi Tayama,https://doi.org/10.1109/access.2026.3667143,,,Crossref query.title 检索,已核实,query.title,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,seed:t007-sources,C0322,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0257,TORAI: Multi-source Root Cause Analysis for Blind Spots in Microservice Service Call Graph,,Proceedings of the ACM on Software Engineering,期刊论文,2026,10.1145/3808137,B,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Explicitly targets services absent from the call graph (blind spots); argument that the trace-derived graph is incomplete mirrors DCN topology gaps.,,Luan Pham; Huong Ha; Xiuzhen Zhang; Hongyu Zhang,https://doi.org/10.1145/3808137,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0211,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0258,TrainTicketTrace: A Multi-Fault Distributed Dataset for Microservice Fault Detection and Localization,,"2026 IEEE International Conference on Software Analysis, Evolution and Reengineering - Companion (SANER-C)",会议论文,2026,10.1109/saner-c67878.2026.00051,未收录（不在第七版目录内）,,未匹配到目录条目,L2,微服务/云/分布式系统,微服务/云 RCA,BENCHMARK,Multi-fault trace dataset on the TrainTicket system; multi-fault labels are rare and relevant to multi-root-cause evaluation.,,Pirmin Urbanke; Stefan Fischer,https://doi.org/10.1109/saner-c67878.2026.00051,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0229,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0259,TVDiag: A Task-oriented and View-invariant Failure Diagnosis Framework for Microservice-based Systems with Multimodal Data,,ACM Transactions on Software Engineering and Methodology,期刊论文,2026,10.1145/3734868,A,CCF 第七版（2026-03-31）,,L2,微服务/云/分布式系统,微服务/云 RCA,RANKED,Decouples root cause localization from failure-type identification across modalities; view-invariance is relevant to heterogeneous telemetry.,,Shuaiyu Xie; Jian Wang; Hanbin He; Zhihao Wang; Yuqi Zhao; Neng Zhang; Bing Li,https://doi.org/10.1145/3734868,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:msrca,C0216,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
